08:14:30:074 ?   
08:14:30:823 ?   

13.05.2019 08:14:30:825 ToPeron_1>> 402102025355010005054b4f50554b01000568fa *** 08:14:31:572 FromPeron_1<< 402102fa  

18.07.2019 11:11:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:11:54:858 ?   

18.07.2019 11:11:54:859 ToPeron_145>> d020fa *** 18.07.2019 11:11:55:607 ?   

18.07.2019 11:11:55:608 ToPeron_145>> d020fa *** 18.07.2019 11:11:56:358 ?   

18.07.2019 11:11:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:11:57:108 ?   

18.07.2019 11:11:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:11:57:857 ?   

18.07.2019 11:11:57:858 ToPeron_145>> d020fa *** 18.07.2019 11:11:58:608 ?   

18.07.2019 11:11:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:11:59:358 ?   

18.07.2019 11:11:59:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:00:108 ?   

18.07.2019 11:12:00:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:00:858 ?   

18.07.2019 11:12:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:01:607 ?   

18.07.2019 11:12:01:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:02:358 ?   

18.07.2019 11:12:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:03:108 ?   

18.07.2019 11:12:03:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:03:857 ?   

18.07.2019 11:12:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:04:608 ?   

18.07.2019 11:12:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:05:357 ?   

18.07.2019 11:12:05:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:06:108 ?   

18.07.2019 11:12:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:06:857 ?   

18.07.2019 11:12:06:858 ToPeron_145>> d020fa *** 18.07.2019 11:12:07:607 ?   

18.07.2019 11:12:07:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:08:358 ?   

18.07.2019 11:12:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:09:107 ?   

18.07.2019 11:12:09:108 ToPeron_145>> d020fa *** 18.07.2019 11:12:09:858 ?   

18.07.2019 11:12:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:10:607 ?   

18.07.2019 11:12:10:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:11:357 ?   

18.07.2019 11:12:11:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:12:108 ?   

18.07.2019 11:12:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:12:857 ?   

18.07.2019 11:12:12:858 ToPeron_145>> d020fa *** 18.07.2019 11:12:13:608 ?   

18.07.2019 11:12:13:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:14:358 ?   

18.07.2019 11:12:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:15:107 ?   

18.07.2019 11:12:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:15:858 ?   

18.07.2019 11:12:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:16:608 ?   

18.07.2019 11:12:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:17:357 ?   

18.07.2019 11:12:17:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:18:108 ?   

18.07.2019 11:12:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:18:857 ?   

18.07.2019 11:12:18:858 ToPeron_145>> d020fa *** 18.07.2019 11:12:19:607 ?   

18.07.2019 11:12:19:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:20:358 ?   

18.07.2019 11:12:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:21:107 ?   

18.07.2019 11:12:21:108 ToPeron_145>> d020fa *** 18.07.2019 11:12:21:858 ?   

18.07.2019 11:12:21:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:22:608 ?   

18.07.2019 11:12:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:23:357 ?   

18.07.2019 11:12:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:24:108 ?   

18.07.2019 11:12:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:24:857 ?   

18.07.2019 11:12:24:858 ToPeron_145>> d020fa *** 18.07.2019 11:12:25:607 ?   

18.07.2019 11:12:25:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:26:358 ?   

18.07.2019 11:12:26:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:27:107 ?   

18.07.2019 11:12:27:108 ToPeron_145>> d020fa *** 18.07.2019 11:12:27:857 ?   

18.07.2019 11:12:27:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:28:608 ?   

18.07.2019 11:12:28:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:29:357 ?   

18.07.2019 11:12:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:30:108 ?   

18.07.2019 11:12:30:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:30:857 ?   

18.07.2019 11:12:30:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:31:608 ?   

18.07.2019 11:12:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:32:358 ?   

18.07.2019 11:12:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:33:107 ?   

18.07.2019 11:12:33:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:33:858 ?   

18.07.2019 11:12:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:34:607 ?   

18.07.2019 11:12:34:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:35:358 ?   

18.07.2019 11:12:35:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:36:108 ?   

18.07.2019 11:12:36:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:36:857 ?   

18.07.2019 11:12:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:37:608 ?   

18.07.2019 11:12:37:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:38:357 ?   

18.07.2019 11:12:38:358 ToPeron_145>> d020fa *** 18.07.2019 11:12:39:107 ?   

18.07.2019 11:12:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:39:858 ?   

18.07.2019 11:12:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:40:607 ?   

18.07.2019 11:12:40:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:41:358 ?   

18.07.2019 11:12:41:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:42:107 ?   

18.07.2019 11:12:42:108 ToPeron_145>> d020fa *** 18.07.2019 11:12:42:858 ?   

18.07.2019 11:12:42:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:43:608 ?   

18.07.2019 11:12:43:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:44:357 ?   

18.07.2019 11:12:44:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:45:108 ?   

18.07.2019 11:12:45:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:45:857 ?   

18.07.2019 11:12:45:858 ToPeron_145>> d020fa *** 18.07.2019 11:12:46:607 ?   

18.07.2019 11:12:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:47:358 ?   

18.07.2019 11:12:47:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:48:107 ?   

18.07.2019 11:12:48:108 ToPeron_145>> d020fa *** 18.07.2019 11:12:48:858 ?   

18.07.2019 11:12:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:49:607 ?   

18.07.2019 11:12:49:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:50:357 ?   

18.07.2019 11:12:50:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:51:108 ?   

18.07.2019 11:12:51:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:51:857 ?   

18.07.2019 11:12:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:52:608 ?   

18.07.2019 11:12:52:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:53:358 ?   

18.07.2019 11:12:53:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:54:107 ?   

18.07.2019 11:12:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:54:858 ?   

18.07.2019 11:12:54:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:55:607 ?   

18.07.2019 11:12:55:608 ToPeron_145>> d020fa *** 18.07.2019 11:12:56:357 ?   

18.07.2019 11:12:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:12:57:108 ?   

18.07.2019 11:12:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:12:57:857 ?   

18.07.2019 11:12:57:859 ToPeron_145>> d020fa *** 18.07.2019 11:12:58:608 ?   

18.07.2019 11:12:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:12:59:357 ?   

18.07.2019 11:12:59:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:00:108 ?   

18.07.2019 11:13:00:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:00:858 ?   

18.07.2019 11:13:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:01:607 ?   

18.07.2019 11:13:01:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:02:358 ?   

18.07.2019 11:13:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:03:107 ?   

18.07.2019 11:13:03:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:03:858 ?   

18.07.2019 11:13:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:04:607 ?   

18.07.2019 11:13:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:05:358 ?   

18.07.2019 11:13:05:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:06:107 ?   

18.07.2019 11:13:06:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:06:858 ?   

18.07.2019 11:13:06:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:07:608 ?   

18.07.2019 11:13:07:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:08:358 ?   

18.07.2019 11:13:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:09:108 ?   

18.07.2019 11:13:09:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:09:857 ?   

18.07.2019 11:13:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:10:608 ?   

18.07.2019 11:13:10:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:11:358 ?   

18.07.2019 11:13:11:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:12:107 ?   

18.07.2019 11:13:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:12:858 ?   

18.07.2019 11:13:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:13:607 ?   

18.07.2019 11:13:13:608 ToPeron_145>> d020fa *** 18.07.2019 11:13:14:358 ?   

18.07.2019 11:13:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:15:108 ?   

18.07.2019 11:13:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:15:857 ?   

18.07.2019 11:13:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:16:608 ?   

18.07.2019 11:13:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:17:358 ?   

18.07.2019 11:13:17:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:18:107 ?   

18.07.2019 11:13:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:18:858 ?   

18.07.2019 11:13:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:19:607 ?   

18.07.2019 11:13:19:608 ToPeron_145>> d020fa *** 18.07.2019 11:13:20:357 ?   

18.07.2019 11:13:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:21:108 ?   

18.07.2019 11:13:21:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:21:857 ?   

18.07.2019 11:13:21:858 ToPeron_145>> d020fa *** 18.07.2019 11:13:22:608 ?   

18.07.2019 11:13:22:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:23:358 ?   

18.07.2019 11:13:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:24:108 ?   

18.07.2019 11:13:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:24:858 ?   

18.07.2019 11:13:24:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:25:608 ?   

18.07.2019 11:13:25:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:26:357 ?   

18.07.2019 11:13:26:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:27:108 ?   

18.07.2019 11:13:27:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:27:858 ?   

18.07.2019 11:13:27:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:28:607 ?   

18.07.2019 11:13:28:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:29:358 ?   

18.07.2019 11:13:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:30:108 ?   

18.07.2019 11:13:30:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:30:858 ?   

18.07.2019 11:13:30:858 ToPeron_145>> d020fa *** 18.07.2019 11:13:31:608 ?   

18.07.2019 11:13:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:32:357 ?   

18.07.2019 11:13:32:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:33:107 ?   

18.07.2019 11:13:33:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:33:858 ?   

18.07.2019 11:13:33:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:34:608 ?   

18.07.2019 11:13:34:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:35:357 ?   

18.07.2019 11:13:35:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:36:107 ?   

18.07.2019 11:13:36:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:36:858 ?   

18.07.2019 11:13:36:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:37:608 ?   

18.07.2019 11:13:37:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:38:357 ?   

18.07.2019 11:13:38:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:39:108 ?   

18.07.2019 11:13:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:39:858 ?   

18.07.2019 11:13:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:40:607 ?   

18.07.2019 11:13:40:608 ToPeron_145>> d020fa *** 18.07.2019 11:13:41:357 ?   

18.07.2019 11:13:41:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:42:108 ?   

18.07.2019 11:13:42:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:42:857 ?   

18.07.2019 11:13:42:858 ToPeron_145>> d020fa *** 18.07.2019 11:13:43:607 ?   

18.07.2019 11:13:43:608 ToPeron_145>> d020fa *** 18.07.2019 11:13:44:358 ?   

18.07.2019 11:13:44:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:45:107 ?   

18.07.2019 11:13:45:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:45:858 ?   

18.07.2019 11:13:45:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:46:608 ?   

18.07.2019 11:13:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:47:357 ?   

18.07.2019 11:13:47:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:48:108 ?   

18.07.2019 11:13:48:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:48:858 ?   

18.07.2019 11:13:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:49:607 ?   

18.07.2019 11:13:49:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:50:358 ?   

18.07.2019 11:13:50:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:51:107 ?   

18.07.2019 11:13:51:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:51:858 ?   

18.07.2019 11:13:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:52:608 ?   

18.07.2019 11:13:52:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:53:357 ?   

18.07.2019 11:13:53:358 ToPeron_145>> d020fa *** 18.07.2019 11:13:54:108 ?   

18.07.2019 11:13:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:13:54:858 ?   

18.07.2019 11:13:54:861 ToPeron_145>> d020fa *** 18.07.2019 11:13:55:608 ?   

18.07.2019 11:13:55:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:56:358 ?   

18.07.2019 11:13:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:13:57:107 ?   

18.07.2019 11:13:57:108 ToPeron_145>> d020fa *** 18.07.2019 11:13:57:858 ?   

18.07.2019 11:13:57:859 ToPeron_145>> d020fa *** 18.07.2019 11:13:58:608 ?   

18.07.2019 11:13:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:13:59:357 ?   

18.07.2019 11:13:59:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:00:107 ?   

18.07.2019 11:14:00:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:00:858 ?   

18.07.2019 11:14:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:01:608 ?   

18.07.2019 11:14:01:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:02:358 ?   

18.07.2019 11:14:02:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:03:107 ?   

18.07.2019 11:14:03:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:03:858 ?   

18.07.2019 11:14:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:04:608 ?   

18.07.2019 11:14:04:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:05:357 ?   

18.07.2019 11:14:05:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:06:107 ?   

18.07.2019 11:14:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:06:858 ?   

18.07.2019 11:14:06:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:07:608 ?   

18.07.2019 11:14:07:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:08:357 ?   

18.07.2019 11:14:08:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:09:108 ?   

18.07.2019 11:14:09:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:09:858 ?   

18.07.2019 11:14:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:10:607 ?   

18.07.2019 11:14:10:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:11:357 ?   

18.07.2019 11:14:11:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:12:108 ?   

18.07.2019 11:14:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:12:858 ?   

18.07.2019 11:14:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:13:607 ?   

18.07.2019 11:14:13:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:14:357 ?   

18.07.2019 11:14:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:15:108 ?   

18.07.2019 11:14:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:15:858 ?   

18.07.2019 11:14:15:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:16:607 ?   

18.07.2019 11:14:16:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:17:357 ?   

18.07.2019 11:14:17:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:18:108 ?   

18.07.2019 11:14:18:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:18:858 ?   

18.07.2019 11:14:18:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:19:607 ?   

18.07.2019 11:14:19:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:20:357 ?   

18.07.2019 11:14:20:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:21:108 ?   

18.07.2019 11:14:21:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:21:857 ?   

18.07.2019 11:14:21:858 ToPeron_145>> d020fa *** 18.07.2019 11:14:22:607 ?   

18.07.2019 11:14:22:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:23:358 ?   

18.07.2019 11:14:23:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:24:108 ?   

18.07.2019 11:14:24:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:24:857 ?   

18.07.2019 11:14:24:858 ToPeron_145>> d020fa *** 18.07.2019 11:14:25:607 ?   

18.07.2019 11:14:25:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:26:358 ?   

18.07.2019 11:14:26:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:27:107 ?   

18.07.2019 11:14:27:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:27:857 ?   

18.07.2019 11:14:27:858 ToPeron_145>> d020fa *** 18.07.2019 11:14:28:608 ?   

18.07.2019 11:14:28:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:29:358 ?   

18.07.2019 11:14:29:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:30:106 ?   

18.07.2019 11:14:30:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:30:857 ?   

18.07.2019 11:14:30:858 ToPeron_145>> d020fa *** 18.07.2019 11:14:31:607 ?   

18.07.2019 11:14:31:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:32:358 ?   

18.07.2019 11:14:32:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:33:108 ?   

18.07.2019 11:14:33:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:33:857 ?   

18.07.2019 11:14:33:858 ToPeron_145>> d020fa *** 18.07.2019 11:14:34:608 ?   

18.07.2019 11:14:34:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:35:358 ?   

18.07.2019 11:14:35:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:36:107 ?   

18.07.2019 11:14:36:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:36:858 ?   

18.07.2019 11:14:36:860 ToPeron_145>> d020fa *** 18.07.2019 11:14:37:608 ?   

18.07.2019 11:14:37:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:38:357 ?   

18.07.2019 11:14:38:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:39:107 ?   

18.07.2019 11:14:39:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:39:858 ?   

18.07.2019 11:14:39:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:40:607 ?   

18.07.2019 11:14:40:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:41:358 ?   

18.07.2019 11:14:41:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:42:108 ?   

18.07.2019 11:14:42:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:42:857 ?   

18.07.2019 11:14:42:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:43:608 ?   

18.07.2019 11:14:43:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:44:358 ?   

18.07.2019 11:14:44:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:45:107 ?   

18.07.2019 11:14:45:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:45:858 ?   

18.07.2019 11:14:45:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:46:608 ?   

18.07.2019 11:14:46:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:47:357 ?   

18.07.2019 11:14:47:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:48:107 ?   

18.07.2019 11:14:48:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:48:858 ?   

18.07.2019 11:14:48:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:49:607 ?   

18.07.2019 11:14:49:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:50:357 ?   

18.07.2019 11:14:50:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:51:107 ?   

18.07.2019 11:14:51:108 ToPeron_145>> d020fa *** 18.07.2019 11:14:51:858 ?   

18.07.2019 11:14:51:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:52:607 ?   

18.07.2019 11:14:52:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:53:357 ?   

18.07.2019 11:14:53:358 ToPeron_145>> d020fa *** 18.07.2019 11:14:54:108 ?   

18.07.2019 11:14:54:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:54:858 ?   

18.07.2019 11:14:54:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:55:607 ?   

18.07.2019 11:14:55:608 ToPeron_145>> d020fa *** 18.07.2019 11:14:56:358 ?   

18.07.2019 11:14:56:359 ToPeron_145>> d020fa *** 18.07.2019 11:14:57:108 ?   

18.07.2019 11:14:57:109 ToPeron_145>> d020fa *** 18.07.2019 11:14:57:857 ?   

18.07.2019 11:14:57:859 ToPeron_145>> d020fa *** 18.07.2019 11:14:58:608 ?   

18.07.2019 11:14:58:609 ToPeron_145>> d020fa *** 18.07.2019 11:14:59:358 ?   

18.07.2019 11:14:59:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:00:107 ?   

18.07.2019 11:15:00:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:00:858 ?   

18.07.2019 11:15:00:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:01:608 ?   

18.07.2019 11:15:01:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:02:357 ?   

18.07.2019 11:15:02:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:03:108 ?   

18.07.2019 11:15:03:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:03:858 ?   

18.07.2019 11:15:03:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:04:607 ?   

18.07.2019 11:15:04:608 ToPeron_145>> d020fa *** 18.07.2019 11:15:05:358 ?   

18.07.2019 11:15:05:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:06:108 ?   

18.07.2019 11:15:06:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:06:857 ?   

18.07.2019 11:15:06:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:07:608 ?   

18.07.2019 11:15:07:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:08:358 ?   

18.07.2019 11:15:08:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:09:107 ?   

18.07.2019 11:15:09:108 ToPeron_145>> d020fa *** 18.07.2019 11:15:09:857 ?   

18.07.2019 11:15:09:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:10:608 ?   

18.07.2019 11:15:10:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:11:357 ?   

18.07.2019 11:15:11:358 ToPeron_145>> d020fa *** 18.07.2019 11:15:12:108 ?   

18.07.2019 11:15:12:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:12:858 ?   

18.07.2019 11:15:12:859 ToPeron_145>> d020fa *** 18.07.2019 11:15:13:607 ?   

18.07.2019 11:15:13:608 ToPeron_145>> d020fa *** 18.07.2019 11:15:14:358 ?   

18.07.2019 11:15:14:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:15:108 ?   

18.07.2019 11:15:15:109 ToPeron_145>> d020fa *** 18.07.2019 11:15:15:857 ?   

18.07.2019 11:15:15:858 ToPeron_145>> d020fa *** 18.07.2019 11:15:16:608 ?   

18.07.2019 11:15:16:609 ToPeron_145>> d020fa *** 18.07.2019 11:15:17:358 ?   

18.07.2019 11:15:17:359 ToPeron_145>> d020fa *** 18.07.2019 11:15:18:107 ?   

